Unnamed: 0	fuzzy_match	canonical
2313	franco	Gian-Franco Kasper
2314	kasper	Gian-Franco Kasper
2315	Franco	Gian-Franco Kasper
2316	Kasper	Gian-Franco Kasper
2317	""" burgess"	Michael C. Burgess
2318	burgess	Michael C. Burgess
2319	Burgess	Michael C. Burgess
2320	mr. murray	Robert E. Murray
2321	murray	Robert E. Murray
2322	robert e. murray, the chief executive of the ohio-based murray energy corporation	Robert E. Murray
2323	— murray	Robert E. Murray
2324	Mr. murray	Robert E. Murray
2325	Murray	Robert E. Murray
2326	Robert e. murray, the chief executive of the ohio-based murray energy corporation	Robert E. Murray
2327	jordan peterson	Jordan Peterson
2328	peterson	Jordan Peterson
2329	Jordan peterson	Jordan Peterson
2330	Peterson	Jordan Peterson
2331	lamalfa	Doug LaMalfa
2332	Lamalfa	Doug LaMalfa
2333	""" epstein"	Alex Epstein
2334	alex epstein	Alex Epstein
2335	alex epstein's	Alex Epstein
2336	alex epstein’s	Alex Epstein
2337	epstein	Alex Epstein
2338	Alex epstein	Alex Epstein
2339	Alex epstein's	Alex Epstein
2340	Alex epstein’s	Alex Epstein
2341	Epstein	Alex Epstein
2342	jones	Alan Jones
2343	Jones	Alan Jones
2344	crichton	Michael Crichton
2345	Crichton	Michael Crichton
2346	rodney	Rodney Hide
2347	Rodney	Rodney Hide
2348	fritz	Fritz Vahrenholt
2349	vahrenholt	Fritz Vahrenholt
2350	Fritz	Fritz Vahrenholt
2351	Vahrenholt	Fritz Vahrenholt
2352	professor roger a. pielke jr., formerly a fellow of cooperative institute for research in environmental sciences	Roger A. Pielke Jr.
2353	roger	Roger A. Pielke Jr.
2354	Professor roger a. pielke jr., formerly a fellow of cooperative institute for research in environmental sciences	Roger A. Pielke Jr.
2355	Roger	Roger A. Pielke Jr.
2356	chaffetz	Jason Chaffetz
2357	Chaffetz	Jason Chaffetz
2358	jacob	Sherelle Jacobs
2359	jacobs	Sherelle Jacobs
2360	Jacob	Sherelle Jacobs
2361	Jacobs	Sherelle Jacobs
2362	david	David Gelernter
2363	David	David Gelernter
2364	australian climate blogger joanne nova	Joanne Nova
2365	joanna	Joanne Nova
2366	nova	Joanne Nova
2367	Australian climate blogger joanne nova	Joanne Nova
2368	Joanna	Joanne Nova
2369	Nova	Joanne Nova
2370	barnier	Maxime Bernier
2371	bernier	Maxime Bernier
2372	Barnier	Maxime Bernier
2373	Bernier	Maxime Bernier
2374	director martin durkin	Martin Durkin
2375	Director martin durkin	Martin Durkin
2376	spakovsky	Hans von Spakovsky
2377	von spakovsky	Hans von Spakovsky
2378	Spakovsky	Hans von Spakovsky
2379	Von spakovsky	Hans von Spakovsky
2380	aderholt	Robert Aderholt
2381	Aderholt	Robert Aderholt
2382	welch	Jack Welch
2383	Welch	Jack Welch
2384	jimenez	Federico Jiménez Losantos
2385	Jimenez	Federico Jiménez Losantos
2386	lavoisier	Lavoisier Group
2387	Lavoisier	Lavoisier Group
2388	west virginia gov. jim justice, a democrat-turned-republican	Jim Justice
2389	West virginia gov. jim justice, a democrat-turned-republican	Jim Justice
2390	valentine and his colleagues	Phil Valentine
2391	Valentine and his colleagues	Phil Valentine
2392	co-founder arthur robinson	Art Robinson
2393	dr. arthur b. robinson	Art Robinson
2394	founder art robinson	Art Robinson
2395	scientist art robinson	Art Robinson
2396	Co-founder arthur robinson	Art Robinson
2397	Dr. arthur b. robinson	Art Robinson
2398	Founder art robinson	Art Robinson
2399	Scientist art robinson	Art Robinson
2400	rep. dana rohrabacher	Dana Rohrabacher
2401	rep. dana rohrabacher (r-calif)	Dana Rohrabacher
2402	rohrabacher	Dana Rohrabacher
2403	Rep. dana rohrabacher	Dana Rohrabacher
2404	Rep. dana rohrabacher (r-calif)	Dana Rohrabacher
2405	Rohrabacher	Dana Rohrabacher
2406	pletka	Danielle Pletka
2407	Pletka	Danielle Pletka
2408	fitton	Tom Fitton
2409	Fitton	Tom Fitton
2410	caller	The Daily Caller
2411	Caller	The Daily Caller
2412	buck	Ken Buck
2413	Buck	Ken Buck
2414	callahan	Mark Callahan
2415	Callahan	Mark Callahan
2416	andres	Andreas Bleck
2417	Andres	Andreas Bleck
2418	the environment minister sammy wilson	Sammy Wilson
2419	willson	Sammy Wilson
2420	wilson	Sammy Wilson
2421	wilson, berman and rosenberg note officials	Sammy Wilson
2422	The environment minister sammy wilson	Sammy Wilson
2423	Willson	Sammy Wilson
2424	Wilson	Sammy Wilson
2425	Wilson, berman and rosenberg note officials	Sammy Wilson
2426	monast	Rocío Monasterio
2427	Monast	Rocío Monasterio
2428	""" ball"	Tim Ball
2429	ball	Tim Ball
2430	climatologist dr. tim ball	Tim Ball
2431	tim ball, a former university of winnipeg climatology professor	Tim Ball
2432	Ball	Tim Ball
2433	Climatologist dr. tim ball	Tim Ball
2434	Tim ball, a former university of winnipeg climatology professor	Tim Ball
2435	""" jon"	Rex Jones
2436	cuccinelli	Ken Cuccinelli
2437	ken cuccinelli	Ken Cuccinelli
2438	mr. cuccinelli of the power to investigate future instances of academic fraud at public universities	Ken Cuccinelli
2439	Cuccinelli	Ken Cuccinelli
2440	Ken cuccinelli	Ken Cuccinelli
2441	Mr. cuccinelli of the power to investigate future instances of academic fraud at public universities	Ken Cuccinelli
2442	chevron corp.’s chief executive john watson in a speech	John Watson
2443	Chevron corp.’s chief executive john watson in a speech	John Watson
2444	drapela	Nicholas Drapela
2445	oregon state university chemistry professor nicholas drapela	Nicholas Drapela
2446	Drapela	Nicholas Drapela
2447	Oregon state university chemistry professor nicholas drapela	Nicholas Drapela
2448	huckabee	Sarah Huckabee Sanders
2449	sand	Sarah Huckabee Sanders
2450	sander	Bernie Sanders
2451	sarah	Sarah Huckabee Sanders
2452	white house press secretary sarah sanders	Sarah Huckabee Sanders
2453	Huckabee	Sarah Huckabee Sanders
2454	Sand	Sarah Huckabee Sanders
2455	Sander	Bernie Sanders
2456	Sarah	Sarah Huckabee Sanders
2457	White house press secretary sarah sanders	Sarah Huckabee Sanders
2458	haskins	Justin Haskins
2459	Haskins	Justin Haskins
2460	@berniesander	Bernie Sanders
2461	bernie	Bernie Sanders
2462	bernie sanders	Bernie Sanders
2463	bernie sanders  	Bernie Sanders
2464	bernie sanders (i-vt)	Bernie Sanders
2465	bernie sanders and hillary clinton	Bernie Sanders
2466	bernie sanders'	Bernie Sanders
2467	bernie sanders 	Bernie Sanders
2468	bernie sanders’s	Bernie Sanders
2469	elizabeth warren and bernie sanders	Bernie Sanders
2470	n.h.—democratic presidential candidate sen. bernie sanders	Bernie Sanders
2471	presidential candidate sen. bernie sanders (i-vt.)	Bernie Sanders
2472	sanders	Bernie Sanders
2473	sen. bernie sanders	Bernie Sanders
2474	sen. bernie sanders (i-vt)	Bernie Sanders
2475	sen. bernie sanders (i-vt.)	Bernie Sanders
2476	senator bernie sanders	Bernie Sanders
2477	“sen. bernie sanders	Bernie Sanders
2478	Communist crackpot Bernie Sanders	Bernie Sanders
2479	communist crackpot bernie sanders	Bernie Sanders
2480	Bernie	Bernie Sanders
2481	Bernie sanders	Bernie Sanders
2482	Bernie sanders  	Bernie Sanders
2483	Bernie sanders (i-vt)	Bernie Sanders
2484	Bernie sanders and hillary clinton	Bernie Sanders
2485	Bernie sanders'	Bernie Sanders
2486	Bernie sanders 	Bernie Sanders
2487	Bernie sanders’s	Bernie Sanders
2488	Elizabeth warren and bernie sanders	Bernie Sanders
2489	N.h.—democratic presidential candidate sen. bernie sanders	Bernie Sanders
2490	Presidential candidate sen. bernie sanders (i-vt.)	Bernie Sanders
2491	Sanders	Bernie Sanders
2492	Sen. bernie sanders	Bernie Sanders
2493	Sen. bernie sanders (i-vt)	Bernie Sanders
2494	Sen. bernie sanders (i-vt.)	Bernie Sanders
2495	Senator bernie sanders	Bernie Sanders
2496	Communist crackpot bernie sanders	Bernie Sanders
